,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
0,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNxdElYc2hnRRAB,Marjolaine G,https://www.google.com/maps/contrib/113850596119072306903/reviews?hl=en-CA,3 weeks ago,2021-06-24 08:36:42.082885,5.0,230,"Nice park with lots of benches and tables to sit and eat. Play parks for kids, skate park and a dog park as well. Lot of trees for shade. Not much grass sitting space though."
1,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUR5MGRpbkVREAE,Saduro,https://www.google.com/maps/contrib/108661895248156214438/reviews?hl=en-CA,3 months ago,2021-06-24 08:36:42.084007,5.0,37,Nice and vibrant park with playgrounds for the kids and the dogs. Lots of bench and tables too.
2,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUM4ek9hb1VREAE,Jean-François Fréchette,https://www.google.com/maps/contrib/109262730731985870257/reviews?hl=en-CA,11 months ago,2021-06-24 08:36:42.085052,4.0,82,First time there but I had a great time with my 11 years old son.  Many park games for kids and adults.  Nice and huge trees for shade on hot sunny days.  We want to go back to discover more.
3,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUM4dE9ubk5nEAE,Lily cutie,https://www.google.com/maps/contrib/111879072199314245330/reviews?hl=en-CA,11 months ago,2021-06-24 08:36:42.086401,5.0,25,"Not too big or too small for a parc. It's just perfect plus it's near a school, your kids could go there."
4,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURrLUtXZURBEAE,Jonathan B.-Mailhot,https://www.google.com/maps/contrib/109591716704468910901/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.087355,5.0,46,"A great park for young families.
It features 2 large structures with slides and climbing walls for different ages. Multiple swings and a parent-baby swing too. There is also a storage space that contains rackets and balls that can be borrowed.

There is also a large water park.

This is beside a basketball court and a dog park."
5,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUQwcGE2SVJ3EAE,Neil McConnell,https://www.google.com/maps/contrib/110730644350499467204/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.088675,5.0,7,"This is a great dog park.  There's lots of space to play with my dog.   The fences are very high.  There are several benches and picnic tables to sit at

Beware - in wet weather, the park gets extremely muddy."
6,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUM4cU4ySjdBRRAB,Stan Hickey,https://www.google.com/maps/contrib/102505001868692026920/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.089993,5.0,120,"Great park and splash pad. Could use a little more shade, but that certainly isn't a deal breaker."
7,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSURVdE1QTl9RRRAB,lili jiang,https://www.google.com/maps/contrib/106498335734794246444/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.090952,5.0,54,This is a good park for young family.
8,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSURDZ3RyS21RRRAB,Gaëtan Trellu,https://www.google.com/maps/contrib/106696269068896465161/reviews?hl=en-CA,8 months ago,2021-06-24 08:36:42.091900,5.0,274,My daughter loves this park.
9,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUNpak0yRlNBEAE,David Dupuis,https://www.google.com/maps/contrib/103153434130510038788/reviews?hl=en-CA,8 months ago,2021-06-24 08:36:42.092843,5.0,658,Amazing parc
10,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUN3d3Z2MlZ3EAE,Québec,https://www.google.com/maps/contrib/111262690830907974195/reviews?hl=en-CA,4 years ago,2021-06-24 08:36:42.093823,5.0,35,"Dog park, kid's park, water works, two soccer field on artificial turf. This is a hidden gem.
It's not even hidden.

Best feature is the miniature skate park.
Close to a lot of nice places too."
11,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURBeV9iYWZREAE,Amara Sahoneh,https://www.google.com/maps/contrib/107236239292865724797/reviews?hl=en-CA,3 years ago,2021-06-24 08:36:42.095122,3.0,35,"Nice park, space for dogs, water park, basketball court and a green space with trees and everything. Cool 😎."
12,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUN3bWVtSVdnEAE,Angelina Janacek,https://www.google.com/maps/contrib/118044189085144458763/reviews?hl=en-CA,4 years ago,2021-06-24 08:36:42.096070,5.0,12,"This park is fantastic its fenced in the whole way around,so less worries for moms and dads for the running around type of child.Thete are picnic tables and benches too so the moms and dads can chit chat .But to be honest the best thing about the park is that the people who go there share its quite nice."
13,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURZNDV6ZVp3EAE,Sergio Olivera,https://www.google.com/maps/contrib/113768549965223438418/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.097105,5.0,130,"Very good park, with playgrounds for kids, pet zone, picnic zone and some courts nearby."
14,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSURZbE43dmtnRRAB,omar alkailani,https://www.google.com/maps/contrib/111148233871113255100/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.098046,4.0,285,It's a family park kids enjoy their time and have fun watching dog's
15,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSURVb0pQZ3Z3RRAB,Yunlin Wang,https://www.google.com/maps/contrib/106389349611816356986/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.098985,5.0,88,nice summer park and your kids can play with shower
16,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURVaEtpMVB3EAE,Aroh Wendelin,https://www.google.com/maps/contrib/105570538336922967857/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.099922,5.0,114,"A great neighbourhood parc with lots of facilities, night lights and space for group leisure activities"
17,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNncWV5ZWp3RRAB,林哲豪,https://www.google.com/maps/contrib/104645042788819664983/reviews?hl=en-CA,3 years ago,2021-06-24 08:36:42.100864,5.0,139,great place for kids to play safe and multifunctional playground are really fun
18,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUN3MUthR1hnEAE,Summer Bloom,https://www.google.com/maps/contrib/114973056859955009194/reviews?hl=en-CA,3 years ago,2021-06-24 08:36:42.102032,4.0,214,It's a parc. It was renovated in 2016. Enjoy!
19,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNBMXNqaTBnRRAB,Etienne Dion-Marcil,https://www.google.com/maps/contrib/110867786351277956287/reviews?hl=en-CA,3 years ago,2021-06-24 08:36:42.102972,5.0,26,The kid playground was built last year.  Kids love this place.
20,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNRbTZDXzB3RRAB,Sapinerie Studio,https://www.google.com/maps/contrib/109178087007323370074/reviews?hl=en-CA,4 years ago,2021-06-24 08:36:42.103910,5.0,20,the painted blocks are nice ! So is the skate/robot park
21,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNRcTZld29RRRAB,Tristan Schirmann,https://www.google.com/maps/contrib/114220948751822047730/reviews?hl=en-CA,5 years ago,2021-06-24 08:36:42.104955,4.0,170,Nice little park for kids with a few slides and swings. There's a medium size dog park which might get muddy but still awesome for your dog!
22,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUN3bmFTM3lnRRAB,Tommi Friedman,https://www.google.com/maps/contrib/117588120621464152032/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.105894,4.0,62,playground is ok nice park
23,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUM4aTh6RC1RRRAB,Jowanne Vugart,https://www.google.com/maps/contrib/115060157776028759415/reviews?hl=en-CA,11 months ago,2021-06-24 08:36:42.106830,3.0,2,Ok
24,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNRNnJYTzdBRRAB,Sébastien Pisivin,https://www.google.com/maps/contrib/106251284836249060498/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.107764,5.0,16,"Kids park with water fountains, skate park, dog park, picnic tables, basket playground, trees...."
25,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSURVdXV6T19RRRAB,Michael Blicher,https://www.google.com/maps/contrib/114205131607964657297/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.108699,5.0,161,Great neighborhood dog park
26,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURnMmVmV01REAE,Michael Schäffer,https://www.google.com/maps/contrib/105779807895694489672/reviews?hl=en-CA,5 years ago,2021-06-24 08:36:42.109629,4.0,140,Summer 2016: Only the dog park is open. The rest is under renovation.
27,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUNzeXNHRVpnEAE,Gaston Farah,https://www.google.com/maps/contrib/106072904906072169121/reviews?hl=en-CA,a year ago,2021-06-24 08:36:42.110560,1.0,84,Nice
28,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSUNZNWJhS0dBEAE,Ramin Eshraghi-Yazdi (Nur Films),https://www.google.com/maps/contrib/117745242193245334409/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.111495,5.0,158,Great for doc watching
29,Parc des Royaux,ChdDSUhNMG9nS0VJQ0FnSUNneDhUa193RRAB,Ron Hamelin,https://www.google.com/maps/contrib/107344513480527275371/reviews?hl=en-CA,3 years ago,2021-06-24 08:36:42.112424,5.0,401,Great dog park
30,Parc des Royaux,ChZDSUhNMG9nS0VJQ0FnSURZOXREWFFnEAE,Kimberly-jade Ross Marion,https://www.google.com/maps/contrib/105820149594077836063/reviews?hl=en-CA,2 years ago,2021-06-24 08:36:42.113790,5.0,37,Wow
