,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
0,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSURRaGNuNm93RRAB,Vg G,https://www.google.com/maps/contrib/114092399265107358982/reviews?hl=en-US,3 years ago,2021-06-24 10:13:59.586487,4.0,755,Nice spot to chill.
1,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSUM4aElfeW1RRRAB,Leah Parisella,https://www.google.com/maps/contrib/114425783465615395943/reviews?hl=en-US,11 months ago,2021-06-24 10:13:59.588192,4.0,71,"Nice and shady, bushy green grass which is rare. Lots of squirrels and birds. The only reason I took off a star is because of the dog poop not picked up."
2,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSUR3MnRidHhBRRAB,Mat Thew,https://www.google.com/maps/contrib/112817378304626722069/reviews?hl=en-US,2 years ago,2021-06-24 10:13:59.589280,4.0,33,Cool place to take a walk
3,Parc Émile-Berliner,ChZDSUhNMG9nS0VJQ0FnSUN3OTlyT2N3EAE,channel one,https://www.google.com/maps/contrib/103799711095780967909/reviews?hl=en-US,2 years ago,2021-06-24 10:13:59.590275,4.0,71,Great for BBQs.
4,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSUNLdWVYYV9BRRAB,M Pariente,https://www.google.com/maps/contrib/106758872167602404675/reviews?hl=en-US,2 months ago,2021-06-24 10:13:59.591598,3.0,625,"(Translated by Google) Dirty, the lights are burnt out. Nice work Mr Dirais.

(Original)
Sale, les lumières sont brûlées.  Beau travail Mr Dirais."
5,Parc Émile-Berliner,ChZDSUhNMG9nS0VJQ0FnSUNxOVBfUlBBEAE,Critique de Saint-Henri,https://www.google.com/maps/contrib/115992643269631146952/reviews?hl=en-US,3 weeks ago,2021-06-24 10:13:59.592629,5.0,29,"(Translated by Google) Beautifully sober park.

(Original)
Parc d'une belle sobriété."
6,Parc Émile-Berliner,ChZDSUhNMG9nS0VJQ0FnSURLNmR1TVFnEAE,Gaetan Matte,https://www.google.com/maps/contrib/106107317324753846007/reviews?hl=en-US,a month ago,2021-06-24 10:13:59.593809,3.0,929,"(Translated by Google) , Beautiful little quiet park,!

(Original)
,Beau petit parc tranquille ,!"
7,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSUQ4cmJQTjVnRRAB,sylvie desforges,https://www.google.com/maps/contrib/116161630457016293814/reviews?hl=en-US,10 months ago,2021-06-24 10:13:59.596092,5.0,4,
8,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSUNjMm9XXzRBRRAB,ANAS HATIM,https://www.google.com/maps/contrib/114304855268769775189/reviews?hl=en-US,a year ago,2021-06-24 10:13:59.597859,5.0,20,
9,Parc Émile-Berliner,ChdDSUhNMG9nS0VJQ0FnSURRXy1uLXdnRRAB,Karen Tamrazyan,https://www.google.com/maps/contrib/104591941046375211064/reviews?hl=en-US,3 years ago,2021-06-24 10:13:59.598846,4.0,4,
10,Parc Émile-Berliner,ChZDSUhNMG9nS0VJQ0FnSURjamRXUlNBEAE,Georges Bakleh,https://www.google.com/maps/contrib/101597337308875455974/reviews?hl=en-US,a year ago,2021-06-24 10:13:59.600328,4.0,9,
