ID,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location
1,"Went to Montreal and or course we needed to visit the Old Port of Montreal, every time we go we stop at Montreal we always come. It's our first time coming since  La Grande Roue de Montreal was built. It is a great attraction, and there's something of interest for the whole family which is great. You can walk and sit along the old port and look at the beautiful views that stretches over 2km along the Saint Lawrence River. We also love the street vendors, good prices and unique stuff. Everyone was interested in what the vendors had to offer, they were very friendly as well. They also had food trucks.",5,10/21/2019,Viko N.,https://www.yelp.com/user_details?userid=HuESxQX3PLPBUvYWDDP9MA,"Markham, Canada"
2,Beautiful old port that is kind or touristy but we were tourists so it worked. Helps if there is great weather and sunny skies as the view across the river is lovely with lots of Canadian Geese swimming about. Great picture spot especially in fall with all the colorful leaves. Some food trucks and some vendors there as well. Perfect for a picnic in the summer.,4,10/21/2019,Trace V.,https://www.yelp.com/user_details?userid=qH-0Nf1nX7u4AABrILgZGg,"Santa Monica, CA"
3,"I love the old port, it always makes me feel like a kid again, beautiful views, historic sites. I was bored and told myself, you haven't been downtown in such a long time, so I decided to go to the old port. I went to the clock tower where I decided to go all the way up on too, approximately 281 steps, going up was not so bad, but coming that was a whole other story. But if you do try bring your camera as there is exceptional views from up there.Great restaurant, always many street players, they also have la Grande Roue now which is open even during winter. In the summer you can swing you way over the old port. Many activities for all age. What I like about the old port is that its for all ages all occasion form you young couple, to a family with many kids and good in every season.",5,11/7/2017,Sanaz N.,https://www.yelp.com/user_details?userid=-8nmj3B-tfY_vFiimtBOsw,"Laval, Canada"
4,"Loved visiting the Old Port! So much to do including the Ferris wheel, shopping and zip-lining. Highly recommend, would visit again!",5,8/13/2019,Kathryn B.,https://www.yelp.com/user_details?userid=pLloOwQ2MNgjF9VwkUxLoQ,"New York, NY"
5,"I'm not entirely sure what's so different about this Yelp listing and the one for Old Montreal, as the lines seem to blur. So I'm not going to wax too poetic here, just in case I'm describing the same thing as that other Yelp page without the word ""port"" in it.But that's the main different to me, is that this is all about that port, and even though all of old Montreal sort of has the moniker of ""Old Port"" that we're dealing with the port part specifically.To be honest, it's still the tale of two ports. Yes, there's the area with all the trinket stands, and the massive aerial playground and the zipline and the paddleboats and the droves of tourists. But I was just wandering around and had the other area of the port with locals walking dogs, jogging, and some really incredibly lovely park-like bits near the water, with ponds, fountains, ducks, walkways, and wonderful flowers.I stood there and looked out across the water and saw the funky architecture, and I watched a boat take off into the river, and it felt like a very port-y experience so separate from the commercial side. But really, both were so fun, each in their own way, and without both I would probably not have deeply appreciated either.",5,9/21/2018,Jeffrey S.,https://www.yelp.com/user_details?userid=HXOfPXPMvdXNpQ_l0RRjKw,"Midvale, UT"
6,"I like visiting Le Vieux-Port de Montreal everytime we come to this breathtaking city.  The Old Port is part of Old Montreal.  It is over 2 Kilometers long, and it faces the St. Lawrence River.There are plenty of sights to admire.  The most popular are the Science Center, IMAX, and the Clock Tower.  Pretty soon, Montreal will have their own version of the London Eye up and running.  Yup, its the one that looks like a giant ferris wheel.  There are lots of places to eat in the area.  Saw cafes, restaurants, and even a bunch of food trucks.  Like shopping?  There are many vendors selling their merchandise.To me the best part of Old Port Montreal, is to simply go there for a stroll.  Find a spot to sit and chillax.  Maybe even have a picnic too.There are so many things to love about Montreal, and the Old Port happens to be one of them.",5,8/27/2017,PatrickJ T.,https://www.yelp.com/user_details?userid=whINg-cC-FiAv_ATDGMDTg,"Bakersfield, CA"
7,"A bit under whelmed. Maybe because it was a gray day. Everything seemed so gray. There was a very large empty concrete surface area in the middle seemingly serving no purpose. All food vendor trucks and carts were shut down. There is a big wheel you can go up in, not quite the London eye though.",3,10/4/2018,Matt G.,https://www.yelp.com/user_details?userid=188nNkbt92KZoF4QtF7ApQ,"Morrisville, NC"
8,"Is there ever a bad day at a marina?  Touristy yet still cool check out of marinas and view from the port to old city.It's not a working port but more as a marina and short tours.  I love looking at boats almost more than cars, so all was good.  Options for all ages but is mostly touristy.",4,7/26/2017,Georgia B.,https://www.yelp.com/user_details?userid=FuHrIYl5tnE0HWdgnIENng,"Atlanta, GA"
9,"Put your tourist tennis shoes on and get ready to stroll.We enjoyed our varied walks through Old Port while visiting Montreal.  There are parks, paths, boats, paddle boats, zip line, museums, food... You can find almost anything to do or nothing to do.  We never found it overly packed but it was busy (if that makes sense).  We didn't even get to all the spots!  Enjoy your stroll along the St. Lawrence river.",4,7/26/2018,Teri D.,https://www.yelp.com/user_details?userid=T2RyZACHEdEgd6ZQTejv_A,"Grand Prairie, TX"
10,"Summer time Saturday night packed a la max. It's crazy the amount of people filling up the streets, it's almost overwhelming. I love the old port the buildings are beautiful and there's so many neat little restos that I wouldn't usually go to because it's a bit further. Parking there is really hectic good luck to anybody trying to find a spot, my advice to you ditch the car take the metro or a uber.The best part of the old port is the cobble stone they have so many great little streets you can walk down and feel like you're in a little city in Europe. The fireworks are the main attraction I would say and they go off at 10 pm sharp so if you want a great spot go early, personally I always find a great spot away from the crowd and always have a great view. Try to find spots that have a little foot bridge or parking levels that are higher up.",4,8/6/2017,Amber H.,https://www.yelp.com/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,"Montreal, Canada"
