ID,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location
1,"This is a cool monument to the old Olympic Park.  I think Montreal was one of the only cities (if not THE only) to design their Olympic facilities with the future in mind.  This park still has museums, attractions, and a public sports facility open to all residents.  They reused all of the buildings for something and they are open to the public now.  There's also a ton of green space and areas for picnics, walks, sitting, etc.  Really, Montreal thought the Olympic thing through and got the most out of what they built for it.  It's easy to bike here or take the train and there's tons of bike parking and there's a BIXI station right on the grounds so you can rent and park.  There's a fair amount of things to do here and other attractions nearby so you can fill an afternoon visiting.  I highly recommend, especially if you want to learn about the Olympics or the Expos (les Expos nous manque!).",4,3/30/2018,Jenna S.,https://www.yelp.com/user_details?userid=kxj7TPtJY2zbEjGV0PYfAA,"Chicago, IL"
2,"I've always admired Olympic Stadium and came here often back in the days of the Expos.  I enjoyed the architecture and liked taking the funicular up to the top of the tower.A few years ago I was here and went to the bio dome, which was cool.But Olympic Stadium itself is very down at the heels.  When visiting recently for a Pirates-Blue Jays game, you could see how there were a lot of repairs that were needed and pieces of the stadium were being held together with wood and nails.   The outside is a bit removed from it's former majestic stance.Inside, it's also helplessly outdated compared to newer stadiums.  It stunk that the concessions on the upper level could only take cash, which led to long lines at the ATM.  Also, the limited options (hot dogs, chips, sad poutine and even sadder pizza) were not appetizing.   Also, why could you only get Bud or Bud Light ?  Am I in Canada or St. Louis?The sound system is bad, the lighting is not great and the scoreboards are seriously outdated, so this could place could never hope to house a major league team in any sport.  But I still have a soft spot for it.Although I like it, it would probably be for the best if they tore it down and built something new.",3,4/6/2017,Bill T.,https://www.yelp.com/user_details?userid=wzyGNvArcpUjZauRWFrKHA,"New York, NY"
3,Beautiful and very close to the Botanical Garden.  It's so cool to imagine what the Olympics were like here. Good exhibit.,4,4/1/2018,Saira K.,https://www.yelp.com/user_details?userid=OV6JZ1M5ov65F8PWQzhG-Q,"Atlanta, GA"
4,"Went to see the ""Saluons 40 Ans de Grands Evenements""A great concert. One thing that you got to know, the concert was free. If is free go early.",5,3/26/2018,Franklin C.,https://www.yelp.com/user_details?userid=L0KMaKpBKd_-UiTeXY1PEA,"Hackensack, NJ"
5,"Ginormous amount of land with an Olympic landmark that is crumbling down due to poor infrastructure. Hmm. It's definitely worth dropping by via CAR if you are a tourist along with a list with the other activities around the area- Biodome, Botancial Gardens, insectarium. There are always activities going on in the area- like food trucks line up for the first Friday of every month- anything special? no- but fun considering street food isnt as popular in the 514. Save the 3.75$ on the commute here and get a post card of the Olympic stadium if you are really keen!",2,8/1/2017,Norine A.,https://www.yelp.com/user_details?userid=g-y4Me4bqDz8jwFzX_e17w,"Montreal, Canada"
6,"I put up a few photos of Montreal's Parc Olympique, the Olympic Park, and I was prompted to write a review.  I thought I already had.  I had actually reviewed venues within it, such as the Inclined Tower and the Biodome.  The reality is that Parc Olympique features even more than these two venues ... quite a bit more.  First of all, it's a park covering an extensive area in a quadrant of Montreal bounded by four major streets.  Then, in addition to the tower and the Biodome is its centerpiece, the stadium, home of the Montreal Alouettes football team, but also previously home to the Montreal Expos baseball team.    The other thing to note is that there is a Sports Centre (Canadian spelling), which includes the natatorium used in the Olympics when they were hosted here, as well as a gymnasium and even a sports therapy center.  Montreal wasn't going to let these sit as monuments.  Instead, they generate revenue.  The general public can use the Sports Centre to swim and exercise, though I don't know how much that costs.Getting to the Parc Olympique is easy.  It's really the only major attraction quite a ways east of Centre-Ville and the Metro can get you there.  The stations to use are Viau and Pie IX, and they are on the Green Line in the direction of the Honore Beaugrand terminus.  Getting to the Parc Olympique by car is also doable.  One just needs to follow Sherbrooke eastward from Centre-Ville and the 60 story angled tower and stadium will readily announce when you have arrived.  Parking is expensive, and I have found that patience, reading neighborhood parking signs (only in French), and some distance may reward one with a free parking space on the street, based on the times that I have driven to the complex.The thing that is most striking about the complex is how complex it is.  I'm referring to all the curves and swoops built out of reinforced concrete.  It is amazing and awe inspiring.  Hearing of the budget overruns, however, is shocking.  In various visits to the Parc Olympique, I have been to the top of the Inclined Tower twice and to the Biodome once.  At other times, it's just a great place and space to walk around and see the complex, and all the ramps and plazas around it.  Hoodlums on skateboards seems to think so, too.  One of the Metro stations is tucked underneath one corner of the complex, or so it seems.  In terms of pricing, the attractions are predictably in the mid-range, can be grouped into packages of 2 or 3 venues, and the AAA/CAA card can help knock off a few dollars.As for demerits, there are a few.  Be careful when walking on the grass, let alone sitting on the grass.  It's Canada, meaning there are Canadian geese.  Use your imagination.  Also, at times, the complex looks a little desolate and, in some spots, you will encounter graffiti and reinforced concrete that is spalling.  It's a little long in the tooth, so I'm sure it requires a lot of upkeep.Lastly, note that Montreal's botanical garden and insectarium are across the street.  I always sort of shined on the idea of the city's botanical garden, but I eventually learned that it is actually very nice, both in terms of its contents and its tranquility, and worth visiting at least once.  Given that this is 2016, this means it's the 40th anniversary of the Parc Olympique.  It hosted the 1976 Olympics, when Montreal was experiencing rapid growth, the metro area had two major airports, and I'm sure that the complex, looking both avant garde and spic and span at the same time, was quite a sight.  It still is and it's worthy of nothing less than 4 stars.  Every trip to Montreal has included a visit to the Parc Olympique, even if just to look at it, walk around, and take photos.",4,8/23/2016,Robert G.,https://www.yelp.com/user_details?userid=_K9sKlA4fVkWI4hyGSpoPA,"Clackamas County, OR"
7,"This is always a perfect stop for photos while heading to the Botanical Gardens which is across the street. This is the site of the 1964 Olympics; the rather avant-garde building houses the stadium and is a major attraction which can be toured or you can elect to ride the cable car to the top for a 360 degree view of Montreal. There are several nice vantage points for photos of the the building, stadium and Olympic grounds.",4,6/22/2016,Don P.,https://www.yelp.com/user_details?userid=9bvlW5Gos1kxzvcM3c-12w,"Hampden County, MA"
8,We decided to make a day of going to Olympic park and check out a piece of Olympic history. The metro will leave you within walking distance. We were unable to access the indoor parts of the park since it was closed for an event which was a bummer. We did take a walk around the whole park and took in the historic significance of the 1976 games. The park is still amazing even though you can tell it hasn't been maintained in years but it's still a wonderful thing to experience. There is a large tower ride The Biodome and The Botanical gardens you can check out for a premium price.,3,9/13/2016,Orla M.,https://www.yelp.com/user_details?userid=txBtOQ8uw0XGAFqLpPcWfA,"Long Island, NY"
9,"Went to see a baseball game here. The seats were far up but it was great view. The arena is big and spacious. I thought it was a bit confusing with all the different signs and numbers, but you get used to it. The food is ridiculously overpriced.",4,4/2/2016,Justine S.,https://www.yelp.com/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,"Outremont, Canada"
10,"It's hard to imagine that this Olympic Park was built in 1976 for the Summer Olympics since it was still in great condition.  It is now turned into a tourist attraction- Biodome, Insectarium, and Planetarium.  If my hotel was not located right next to it, I doubt I would venture there, but I'm glad I did.My friends and I did not go into any of the buildings, but walked around instead.  We saw a whole bunch of people standing by the ramp of the Olympic Stadium and was told that the first Friday of every month, they have a street food festival with food trucks so we checked it out.  There were plenty of food trucks with amazing food.  I was surprised at how organized this was compared to the food truckeroo back home in Washington D.C.If I return to Montreal, I'd like to check out the tower and Biodome.",4,7/7/2014,Priscilla Y.,https://www.yelp.com/user_details?userid=Lb8y0GXEzHRgKKCCq8ytqQ,"Gaithersburg, MD"
