,Comment,Rating,Rating Date,Profile Name,Profile Link,Profile Location,Place
0,"The 7-day Tour East Bus trip that I'm traveling on stopped here; we have 50 tourists in our group.The $222.50 attractions package includes access to the Whale Watching Boat Tour, Thousand Island Boat Tour, Hopewell Rocks, Maritime Museum, etc., of which this attraction is one of the experiences.Known by many names such as the Olympic Tower or the Montreal Tower, this inclined tower structure features an observatory at a height of over 170 meters or 558 feet. The stadium was built for the 1976 Summer Olympic Games.A quick trip up the tower and then back down again can be accurately summed up by the pun word (or nationality) Russ...ian!In its time, the tower was an engineering marvel.  It's still a must see monument if you're visiting.",4,7/19/2018,Leonard E.,https://www.yelp.com/user_details?userid=deB6EXuanGiN1tkSASuh3A,"Toronto, Canada",The Montréal Tower
1,"From the outside, I think most people will find that this tower looks incomplete and quite ugly.  However, Star Trek fans might imagine this as the USS Enterprise NC-1701 being under construction, with the tower being the neck, and the stadium being the saucer portion.  Maybe I'm a just a crazy nerd...indeed...$23 gets you a ride up the glass slanted elevator. The observation deck provides some nice sweeping views of Montreal, obviously.  There's also some exhibits about the history of the 1976 Olympic games, which this city seems to be overly obsessed about. Not sure if this is worth $23 alone, but entry is covered by the Montreal Passeport($99 for 72hrs), so it was worth it for me.",4,12/20/2017,Chun P.,https://www.yelp.com/user_details?userid=IzJ36jX6V6ky5BtoN-Agng,"San Diego, CA",The Montréal Tower
2,"While I'm not a fan of heights, the Olympic tower was anticipated by me mainly because of the fact it's the largest incline tower in the world and apart of your Olympic history experience in Montreal. Once again I had the Montreal passport card and was able to just get into the tower with this card (the card also got me access to the subway, for which the station is right in the stadium). First you that a like incline railway up to the tower (very beautiful and scenic, not really scary because the railway amazingly stays horizontal while riding up the tower. Once you get to the top, it's nothing but high views of Montreal and beyond. The reason why this tower is a little underwhelming is because I have done quite a few other towers in other cities, and they would include exhibits on the city and whatever else and this tower has nothing. Not long to do at all and will not take up your day in the least. Nice place for beautiful views but theirs a lot of places for that in Montreal and this place is more a few miles out of downtown.",3,11/3/2019,Daron D.,https://www.yelp.com/user_details?userid=9Zu4BPDntg_52YmNwViyOA,"Ypsilanti Township, MI",The Montréal Tower
3,The Montreal Tower is the highest inclined tower in the world and has some incredible views of Montreal. The ride up is pretty cool and way faster than I expected. When you get to the top you can hang out and check out the views for as long as you like. There is also a small gift shop at the top. In the bottom part of the building there is an interesting exhibit about the Montreal Olympics and the use of the stadium in the years since. There are other activities nearby and between all of them you could easily spend most of a day in this area.,4,6/22/2019,Kristina K.,https://www.yelp.com/user_details?userid=k_TavHq78rXiNcv81M7Fog,"Jacksonville, FL",The Montréal Tower
4,"Definitely a must-visit if it's your first time in Montreal.  This was built for the '72 Olympics and is attached to the Stade de Montreal next door.  The admission for the funicular/tower is separate but you can buy a combo ticket if you go into the Stade first.This tower offers a 360 view of the city of Montreal.  I appreciated the information available under the windows to let you know what you're looking at.  We went on a kind of cloudy day so it was a bit hard to see everything, especially Mont Royal (which is probably the best thing to look at).  It takes a bit of time to get up here and get back down if there's a lot of people so prepare to wait a bit.  There's also not really good air conditioning in the waiting areas so it's a bit hot in the summer months.  There's a public bike station on the property so it's a great spot to bike to/from if you're on a tour of the city.",4,6/4/2018,Jenna S.,https://www.yelp.com/user_details?userid=kxj7TPtJY2zbEjGV0PYfAA,"Chicago, IL",The Montréal Tower
5,Very cool architecture. Good views. It's cool to imagine what it would have been like here during the 1976 Olympics. The entrance fee is reasonable.,4,4/1/2018,Saira K.,https://www.yelp.com/user_details?userid=OV6JZ1M5ov65F8PWQzhG-Q,"Atlanta, GA",The Montréal Tower
6,"Interesting perspective of the stadium and surrounding grounds but is it worth it?On our recent visit to Montreal, we bought tickets and rode the funicular.  It is easily found from the subway.  It is a unique experience, but, upon further reflection, I'm not convinced it was worth it.  We did have great views and could spend as much time as we wanted at the top.  I feel like we got a better feel for the area by walking around.  If you are an avid Olympic fan, you'll be sure to enjoy. Otherwise... I'm not as sure.  I would budget, from standing in line for the tickets to getting off the funicular and exiting the building, about an hour.  Also the area doesn't have many restaurants.  If you are planning on lunch, be prepared to walk a few blocks.  We did and were delighted.  If you are planning a visit to or from the insectarium or botanical garden, it is an easy walk with good signage.",3,7/1/2018,Teri D.,https://www.yelp.com/user_details?userid=T2RyZACHEdEgd6ZQTejv_A,"Grand Prairie, TX",The Montréal Tower
7,"If you're a non-resident and you are paying admission and parking, this is not worth your money unless you have a thing for going up in towers....which apparently we do. It was relatively cool to look at and neat to be at the top but you can tell the 1980s decor is old and tacky. The elevator ride is cool both up and down but if you have seen one view from a tower, you have seen them all. The gift shops both at the top and bottom are pretty weak and the place seems sad and abandoned. I have been to a few old Olympic parks and they all seem like a huge waste of money as they are super expensive and dead when the games are over. Drive by to take photos but not worth going to the top unless you just want to say you did it....which apparently, we did.",2,5/10/2018,Marv G.,https://www.yelp.com/user_details?userid=ovpj9rUjj_SpDBGwaFWoQg,"Largo, FL",The Montréal Tower
8,"The Montreal Tower Observatory is attached to the Olympic Stadium, a place where they hold sports events, salons, fairs, shows, exhibitions, film shoots, social events, and many more.  There are 56,000 seats in the stand and the whole amphitheater is covered.  I was able to check this place out while the Boston Red Sox was in town, playing against the Toronto Blue Jays.  It was unbelievable in terms of the turn-out, as there were true-blue Sox fans and true-blue Jays fans.  Accessing the stadium is easy, as it's right off the Pie-IX stop off the Metro.  Don't forget to check out the Montreal Tower as well while you're there, as it's considered the tallest inclined tower in the world; it takes about 2 minutes to get to the top, and you're able to see the city of Montreal up there.  Highly recommend in getting here via the public transportation.+right off the Pie-IX Metro stop+attached to the Olympic Stadium+tallest inclined tower in the world",3,4/2/2016,Hannah H.,https://www.yelp.com/user_details?userid=GHoG4X4FY8D8L563zzPX5w,"Alexandria, VA",The Montréal Tower
9,Well worth the metro ride to check out the great view of Montreal with the nice glass-encased funicular ride up.,5,4/6/2018,David H.,https://www.yelp.com/user_details?userid=jMpBkmBHjrkECTA_THZtfg,"Brooklyn, NY",The Montréal Tower
